recetteID,nom_recette,ingredient_1,ingredient_1_vegan,ingredient_2,ingredient_2_vegan,ingredient_3,ingredient_3_vegan,ingredient_4,ingredient_4_vegan,ingredient_5,ingredient_5_vegan,ingredient_6,ingredient_6_vegan,nom_recette_vegan_equivalente,ingredient_vegan_1,ingredient_vegan_1_vegan,ingredient_vegan_2,ingredient_vegan_2_vegan,ingredient_vegan_3,ingredient_vegan_3_vegan,ingredient_vegan_4,ingredient_vegan_4_vegan,ingredient_vegan_5,ingredient_vegan_5_vegan,ingredient_vegan_6,ingredient_vegan_6_vegan
397,Antipasti,Légumes grillés,Y,Huile d'olive,Y,Vinaigre,Y,Herbes,Y,Ail,Y,,Antipasti,Légumes grillés,Y,Huile d'olive,Y,Vinaigre,Y,Herbes,Y,Ail,Y,Épices,Y
398,Caviar d'aubergines,Aubergines,Y,Huile d'olive,Y,Ail,Y,Citron,Y,Persil,Y,,Caviar aubergines,Aubergines,Y,Huile d'olive,Y,Ail,Y,Citron,Y,Persil,Y,Tahini,Y
399,Houmous,Pois chiches,Y,Tahini,Y,Citron,Y,Ail,Y,Huile d'olive,Y,,Houmous,Pois chiches,Y,Tahini,Y,Citron,Y,Ail,Y,Huile d'olive,Y,Cumin,Y
400,Guacamole,Avocats,Y,Citron,Y,Oignons,Y,Tomates,Y,Coriandre,Y,Piment,Y,Guacamole,Avocats,Y,Citron,Y,Oignons,Y,Tomates,Y,Coriandre,Y,Piment,Y
401,Tzatziki,Yaourt grec,N,Concombre,Y,Ail,Y,Citron,Y,Aneth,Y,Huile d'olive,Y,Tzatziki végane,Yaourt végétal,Y,Concombre,Y,Ail,Y,Citron,Y,Aneth,Y,Huile d'olive,Y
402,Baba ganoush,Aubergines,Y,Tahini,Y,Citron,Y,Ail,Y,Huile d'olive,Y,Persil,Y,Baba ganoush,Aubergines,Y,Tahini,Y,Citron,Y,Ail,Y,Huile d'olive,Y,Persil,Y
403,Muhammara,Poivrons rouges,Y,Noix,Y,Chapelure,Y,Huile d'olive,Y,Épices,Y,Grenade,Y,Muhammara,Poivrons rouges,Y,Noix,Y,Chapelure,Y,Huile d'olive,Y,Épices,Y,Grenade,Y
404,Tapenade verte,Olives vertes,Y,Câpres,Y,Anchois,N,Ail,Y,Huile d'olive,Y,Citron,Y,Tapenade verte végane,Olives vertes,Y,Câpres,Y,Algue nori,Y,Ail,Y,Huile d'olive,Y,Citron,Y
405,Pesto genovese,Basilic,Y,Pignons,Y,Parmesan,N,Ail,Y,Huile d'olive,Y,,Pesto végane,Basilic,Y,Pignons,Y,Levure nutritionnelle,Y,Ail,Y,Huile d'olive,Y,Noix,Y
406,Pesto rosso,Tomates séchées,Y,Basilic,Y,Parmesan,N,Pignons,Y,Ail,Y,Huile d'olive,Y,Pesto rosso végane,Tomates séchées,Y,Basilic,Y,Levure nutritionnelle,Y,Pignons,Y,Ail,Y,Huile d'olive,Y
407,Chimichurri,Persil,Y,Origan,Y,Ail,Y,Vinaigre,Y,Huile d'olive,Y,Piment,Y,Chimichurri,Persil,Y,Origan,Y,Ail,Y,Vinaigre,Y,Huile d'olive,Y,Piment,Y
408,Salsa verde,Persil,Y,Câpres,Y,Anchois,N,Ail,Y,Vinaigre,Y,Huile d'olive,Y,Salsa verde végane,Persil,Y,Câpres,Y,Algue wakame,Y,Ail,Y,Vinaigre,Y,Huile d'olive,Y
409,Gremolata,Persil,Y,Ail,Y,Zeste de citron,Y,,,Gremolata,Persil,Y,Ail,Y,Zeste de citron,Y,Huile d'olive,Y,Sel,Y,Poivre,Y
410,Persillade,Persil,Y,Ail,Y,Huile d'olive,Y,Sel,Y,,,Persillade,Persil,Y,Ail,Y,Huile d'olive,Y,Sel,Y,Citron,Y,Poivre,Y
411,Soupe de lentilles,Lentilles,Y,Carottes,Y,Oignons,Y,Céleri,Y,Bouillon,N,Thym,Y,Soupe végane lentilles,Lentilles,Y,Carottes,Y,Oignons,Y,Céleri,Y,Bouillon végétal,Y,Thym,Y
412,Soupe de haricots blancs,Haricots blancs,Y,Carottes,Y,Oignons,Y,Céleri,Y,Bouillon,N,Laurier,Y,Soupe végane haricots,Haricots blancs,Y,Carottes,Y,Oignons,Y,Céleri,Y,Bouillon végétal,Y,Laurier,Y
413,Minestrone,Légumes variés,Y,Haricots,Y,Pâtes,Y,Tomates,Y,Basilic,Y,Parmesan,N,Minestrone végane,Légumes variés,Y,Haricots,Y,Pâtes,Y,Tomates,Y,Basilic,Y,Levure nutritionnelle,Y
414,Ribollita,Pain rassis,Y,Haricots,Y,Choux,Y,Carottes,Y,Céleri,Y,Tomates,Y,Ribollita,Pain rassis,Y,Haricots,Y,Choux,Y,Carottes,Y,Céleri,Y,Tomates,Y
415,Soupe au pistou niçoise,Légumes variés,Y,Haricots,Y,Pâtes,Y,Pistou,Y,Tomates,Y,Basilic,Y,Soupe pistou végane,Légumes variés,Y,Haricots,Y,Pâtes,Y,Pistou végane,Y,Tomates,Y,Basilic,Y
416,Pasta e fagioli,Pâtes,Y,Haricots,Y,Tomates,Y,Céleri,Y,Carottes,Y,Parmesan,N,Pasta fagioli végane,Pâtes,Y,Haricots,Y,Tomates,Y,Céleri,Y,Carottes,Y,Levure nutritionnelle,Y
417,Soupe de pois chiches,Pois chiches,Y,Épinards,Y,Tomates,Y,Oignons,Y,Cumin,Y,Coriandre,Y,Soupe pois chiches,Pois chiches,Y,Épinards,Y,Tomates,Y,Oignons,Y,Cumin,Y,Coriandre,Y
418,Dahl de lentilles,Lentilles corail,Y,Lait de coco,Y,Épices,Y,Oignons,Y,Ail,Y,Gingembre,Y,Dahl lentilles,Lentilles corail,Y,Lait de coco,Y,Épices,Y,Oignons,Y,Ail,Y,Gingembre,Y
419,Curry de légumes,Légumes variés,Y,Lait de coco,Y,Pâte de curry,Y,Oignons,Y,Ail,Y,Gingembre,Y,Curry légumes,Légumes variés,Y,Lait de coco,Y,Pâte de curry,Y,Oignons,Y,Ail,Y,Gingembre,Y
420,Ratatouille provençale,Aubergines,Y,Courgettes,Y,Tomates,Y,Poivrons,Y,Oignons,Y,Herbes de Provence,Y,Ratatouille provençale,Aubergines,Y,Courgettes,Y,Tomates,Y,Poivrons,Y,Oignons,Y,Herbes de Provence,Y
421,Caponata sicilienne,Aubergines,Y,Tomates,Y,Céleri,Y,Olives,Y,Câpres,Y,Vinaigre,Y,Caponata sicilienne,Aubergines,Y,Tomates,Y,Céleri,Y,Olives,Y,Câpres,Y,Vinaigre,Y
422,Peperonata,Poivrons,Y,Tomates,Y,Oignons,Y,Ail,Y,Basilic,Y,Huile d'olive,Y,Peperonata,Poivrons,Y,Tomates,Y,Oignons,Y,Ail,Y,Basilic,Y,Huile d'olive,Y
423,Bohémienne,Aubergines,Y,Tomates,Y,Poivrons,Y,Oignons,Y,Ail,Y,Huile d'olive,Y,Bohémienne,Aubergines,Y,Tomates,Y,Poivrons,Y,Oignons,Y,Ail,Y,Huile d'olive,Y
424,Papeton d'aubergines,Aubergines,Y,Œufs,N,Lait,N,Herbes,Y,Ail,Y,Huile d'olive,Y,Papeton végane,Aubergines,Y,Tofu soyeux,Y,Lait végétal,Y,Herbes,Y,Ail,Y,Huile d'olive,Y
425,Tian de légumes,Légumes variés,Y,Huile d'olive,Y,Herbes,Y,Ail,Y,Tomates,Y,,Tian légumes,Légumes variés,Y,Huile d'olive,Y,Herbes,Y,Ail,Y,Tomates,Y,Thym,Y
426,Confit de tomates,Tomates,Y,Huile d'olive,Y,Ail,Y,Thym,Y,Sel,Y,,Confit tomates,Tomates,Y,Huile d'olive,Y,Ail,Y,Thym,Y,Sel,Y,Sucre,Y
427,Tomates farcies,Tomates,Y,Farce,N,Riz,Y,Herbes,Y,Oignons,Y,Ail,Y,Tomates farcies véganes,Tomates,Y,Farce végétale,Y,Riz,Y,Herbes,Y,Oignons,Y,Ail,Y
428,Poivrons farcis,Poivrons,Y,Farce,N,Riz,Y,Oignons,Y,Tomates,Y,Herbes,Y,Poivrons farcis véganes,Poivrons,Y,Farce végétale,Y,Riz,Y,Oignons,Y,Tomates,Y,Herbes,Y
429,Courgettes farcies,Courgettes,Y,Farce,N,Riz,Y,Tomates,Y,Herbes,Y,Parmesan,N,Courgettes farcies véganes,Courgettes,Y,Farce végétale,Y,Riz,Y,Tomates,Y,Herbes,Y,Fromage végétal,Y
430,Aubergines farcies,Aubergines,Y,Farce,N,Tomates,Y,Oignons,Y,Ail,Y,Herbes,Y,Aubergines farcies véganes,Aubergines,Y,Farce végétale,Y,Tomates,Y,Oignons,Y,Ail,Y,Herbes,Y
431,Chou farci,Chou,Y,Farce,N,Riz,Y,Oignons,Y,Carottes,Y,Bouillon,N,Chou farci végane,Chou,Y,Farce végétale,Y,Riz,Y,Oignons,Y,Carottes,Y,Bouillon végétal,Y
432,Feuilles de vigne farcies,Feuilles de vigne,Y,Riz,Y,Oignons,Y,Herbes,Y,Pignons,Y,Citron,Y,Feuilles vigne farcies,Feuilles de vigne,Y,Riz,Y,Oignons,Y,Herbes,Y,Pignons,Y,Citron,Y
433,Dolmas,Feuilles de vigne,Y,Riz,Y,Herbes,Y,Oignons,Y,Pignons,Y,Raisins,Y,Dolmas,Feuilles de vigne,Y,Riz,Y,Herbes,Y,Oignons,Y,Pignons,Y,Raisins,Y
434,Champignons farcis,Champignons,Y,Farce,N,Ail,Y,Persil,Y,Chapelure,Y,Parmesan,N,Champignons farcis véganes,Champignons,Y,Farce végétale,Y,Ail,Y,Persil,Y,Chapelure,Y,Levure nutritionnelle,Y
435,Artichauts farcis,Artichauts,Y,Farce,N,Ail,Y,Persil,Y,Chapelure,Y,Citron,Y,Artichauts farcis véganes,Artichauts,Y,Farce végétale,Y,Ail,Y,Persil,Y,Chapelure,Y,Citron,Y
436,Oignons farcis,Oignons,Y,Farce,N,Riz,Y,Herbes,Y,Tomates,Y,Bouillon,N,Oignons farcis véganes,Oignons,Y,Farce végétale,Y,Riz,Y,Herbes,Y,Tomates,Y,Bouillon végétal,Y
437,Pâtes à la carbonara,Pâtes,Y,Lardons,N,Œufs,N,Parmesan,N,Crème fraîche,N,Poivre,Y,Carbonara végane,Pâtes,Y,Tempeh fumé,Y,Tofu soyeux,Y,Levure nutritionnelle,Y,Crème de soja,Y,Poivre,Y
438,Pâtes à la bolognaise,Pâtes,Y,Bœuf haché,N,Tomates,Y,Carottes,Y,Céleri,Y,Vin rouge,Y,Bolognaise végane,Pâtes,Y,Protéines végétales,Y,Tomates,Y,Carottes,Y,Céleri,Y,Vin rouge,Y
439,Pâtes all'arrabbiata,Pâtes,Y,Tomates,Y,Ail,Y,Piment,Y,Huile d'olive,Y,Persil,Y,Arrabbiata,Pâtes,Y,Tomates,Y,Ail,Y,Piment,Y,Huile d'olive,Y,Persil,Y
440,Pâtes aglio olio,Pâtes,Y,Ail,Y,Huile d'olive,Y,Piment,Y,Persil,Y,,Aglio olio,Pâtes,Y,Ail,Y,Huile d'olive,Y,Piment,Y,Persil,Y,Levure nutritionnelle,Y
441,Pâtes puttanesca,Pâtes,Y,Tomates,Y,Olives,Y,Câpres,Y,Anchois,N,Ail,Y,Puttanesca végane,Pâtes,Y,Tomates,Y,Olives,Y,Câpres,Y,Algue nori,Y,Ail,Y
442,Pâtes aux champignons,Pâtes,Y,Champignons,Y,Crème fraîche,N,Ail,Y,Persil,Y,Parmesan,N,Pâtes véganes champignons,Pâtes,Y,Champignons,Y,Crème de soja,Y,Ail,Y,Persil,Y,Levure nutritionnelle,Y
443,Spaghetti alle vongole,Spaghetti,Y,Palourdes,N,Vin blanc,Y,Ail,Y,Persil,Y,Huile d'olive,Y,Spaghetti véganes,Spaghetti,Y,Champignons,Y,Vin blanc,Y,Ail,Y,Persil,Y,Huile d'olive,Y
444,Linguine aux fruits de mer,Linguine,Y,Fruits de mer,N,Tomates,Y,Ail,Y,Persil,Y,Vin blanc,Y,Linguine véganes,Linguine,Y,Champignons variés,Y,Tomates,Y,Ail,Y,Persil,Y,Vin blanc,Y
445,Penne à l'arrabiata,Penne,Y,Tomates,Y,Piment,Y,Ail,Y,Basilic,Y,Huile d'olive,Y,Penne arrabiata,Penne,Y,Tomates,Y,Piment,Y,Ail,Y,Basilic,Y,Huile d'olive,Y
446,Fettuccine Alfredo,Fettuccine,Y,Beurre,N,Parmesan,N,Crème fraîche,N,Muscade,Y,Poivre,Y,Fettuccine véganes,Fettuccine,Y,Beurre végétal,Y,Levure nutritionnelle,Y,Crème de cajou,Y,Muscade,Y,Poivre,Y
447,Tortellini en brodo,Tortellini,Y,Bouillon de poule,N,Parmesan,N,Persil,Y,,,Tortellini véganes,Tortellini véganes,Y,Bouillon végétal,Y,Levure nutritionnelle,Y,Persil,Y,Légumes,Y,Herbes,Y
448,Cacio e pepe,Spaghetti,Y,Pecorino,N,Poivre noir,Y,Eau de cuisson,Y,,,Cacio e pepe végane,Spaghetti,Y,Fromage végétal,Y,Poivre noir,Y,Eau de cuisson,Y,Levure nutritionnelle,Y,Beurre végétal,Y
449,Spaghetti al pomodoro,Spaghetti,Y,Tomates,Y,Basilic,Y,Ail,Y,Huile d'olive,Y,,Spaghetti pomodoro,Spaghetti,Y,Tomates,Y,Basilic,Y,Ail,Y,Huile d'olive,Y,Sel,Y
450,Risotto à la milanaise,Riz arborio,Y,Safran,Y,Parmesan,N,Vin blanc,Y,Bouillon,N,Beurre,N,Risotto végane milanaise,Riz arborio,Y,Safran,Y,Levure nutritionnelle,Y,Vin blanc,Y,Bouillon végétal,Y,Beurre végétal,YrecetteID,nom_recette,ingredient_1,ingredient_1_vegan,ingredient_2,ingredient_2_vegan,ingredient_3,ingredient_3_vegan,ingredient_4,ingredient_4_vegan,ingredient_5,ingredient_5_vegan,ingredient_6,ingredient_6_vegan,nom_recette_vegan_equivalente,ingredient_vegan_1,ingredient_vegan_1_vegan,ingredient_vegan_2,ingredient_vegan_2_vegan,ingredient_vegan_3,ingredient_vegan_3_vegan,ingredient_vegan_4,ingredient_vegan_4_vegan,ingredient_vegan_5,ingredient_vegan_5_vegan,ingredient_vegan_6,ingredient_vegan_6_vegan
1,Coq au vin,Poulet,N,Vin rouge,Y,Champignons,Y,Lardons,N,Oignons,Y,Beurre,N,Coq au vin végane,Seitan,Y,Vin rouge,Y,Champignons,Y,Tempeh fumé,Y,Oignons,Y,Huile d'olive,Y
2,Bœuf bourguignon,Bœuf,N,Vin rouge,Y,Carottes,Y,Oignons,Y,Champignons,Y,Beurre,N,Bourguignon végane,Protéine de soja texturée,Y,Vin rouge,Y,Carottes,Y,Oignons,Y,Champignons,Y,Huile d'olive,Y
3,Blanquette de veau,Veau,N,Crème fraîche,N,Carottes,Y,Champignons,Y,Oignons,Y,Beurre,N,Blanquette végane,Seitan,Y,Crème de coco,Y,Carottes,Y,Champignons,Y,Oignons,Y,Huile d'olive,Y
4,Pot-au-feu,Bœuf,N,Carottes,Y,Navets,Y,Poireaux,Y,Pommes de terre,Y,Os à moelle,N,Pot-au-feu végane,Protéines végétales,Y,Carottes,Y,Navets,Y,Poireaux,Y,Pommes de terre,Y,Bouillon de légumes,Y
5,Cassoulet,Haricots blancs,Y,Confit de canard,N,Saucisses,N,Lardons,N,Tomates,Y,Oignons,Y,Cassoulet végane,Haricots blancs,Y,Seitan,Y,Saucisses végétales,Y,Tempeh fumé,Y,Tomates,Y,Oignons,Y
6,Ratatouille,Courgettes,Y,Aubergines,Y,Tomates,Y,Poivrons,Y,Oignons,Y,Huile d'olive,Y,Ratatouille,Courgettes,Y,Aubergines,Y,Tomates,Y,Poivrons,Y,Oignons,Y,Huile d'olive,Y
7,Bouillabaisse,Poissons variés,N,Safran,Y,Tomates,Y,Fenouil,Y,Huile d'olive,Y,Croûtons,Y,Bouillabaisse végane,Algues marines,Y,Safran,Y,Tomates,Y,Fenouil,Y,Huile d'olive,Y,Croûtons,Y
8,Quiche Lorraine,Œufs,N,Lardons,N,Crème fraîche,N,Pâte brisée,Y,Gruyère,N,Beurre,N,Quiche végane,Tofu soyeux,Y,Tempeh fumé,Y,Crème de soja,Y,Pâte brisée,Y,Fromage végétal,Y,Huile d'olive,Y
9,Escargots de Bourgogne,Escargots,N,Beurre à l'ail,N,Persil,Y,Ail,Y,Beurre,N,Échalotes,Y,Escargots véganes,Champignons farcis,Y,Beurre végétal à l'ail,Y,Persil,Y,Ail,Y,Huile d'olive,Y,Échalotes,Y
10,Fondue savoyarde,Gruyère,N,Emmental,N,Vin blanc,Y,Ail,Y,Pain,Y,Kirsch,Y,Fondue végane,Fromage végétal,Y,Fromage végétal à pâte dure,Y,Vin blanc,Y,Ail,Y,Pain,Y,Kirsch,Y
11,Soupe à l'oignon,Oignons,Y,Bouillon de bœuf,N,Gruyère,N,Pain,Y,Beurre,N,Vin blanc,Y,Soupe à l'oignon végane,Oignons,Y,Bouillon de légumes,Y,Fromage végétal,Y,Pain,Y,Huile d'olive,Y,Vin blanc,Y
12,Confit de canard,Canard,N,Graisse de canard,N,Thym,Y,Laurier,Y,Ail,Y,Sel,Y,Confit végane,Champignons king oyster,Y,Huile d'olive,Y,Thym,Y,Laurier,Y,Ail,Y,Sel,Y
13,Choucroute garnie,Choucroute,Y,Saucisses,N,Lard,N,Pommes de terre,Y,Vin blanc,Y,Genièvre,Y,Choucroute végane,Choucroute,Y,Saucisses végétales,Y,Tempeh fumé,Y,Pommes de terre,Y,Vin blanc,Y,Genièvre,Y
14,Gratin dauphinois,Pommes de terre,Y,Crème fraîche,N,Lait,N,Gruyère,N,Ail,Y,Beurre,N,Gratin dauphinois végane,Pommes de terre,Y,Crème de soja,Y,Lait d'avoine,Y,Fromage végétal,Y,Ail,Y,Huile d'olive,Y
15,Magret de canard,Canard,N,Miel,Y,Figues,Y,Vinaigre balsamique,Y,Thym,Y,Poivre,Y,Magret végane,Seitan tranché,Y,Sirop d'érable,Y,Figues,Y,Vinaigre balsamique,Y,Thym,Y,Poivre,Y
16,Tartiflette,Pommes de terre,Y,Reblochon,N,Lardons,N,Oignons,Y,Vin blanc,Y,Crème fraîche,N,Tartiflette végane,Pommes de terre,Y,Fromage végétal coulant,Y,Tempeh fumé,Y,Oignons,Y,Vin blanc,Y,Crème de soja,Y
17,Aligot,Pommes de terre,Y,Tome fraîche,N,Beurre,N,Ail,Y,Crème fraîche,N,Sel,Y,Aligot végane,Pommes de terre,Y,Fromage végétal,Y,Beurre végétal,Y,Ail,Y,Crème de soja,Y,Sel,Y
18,Gigot d'agneau,Agneau,N,Ail,Y,Romarin,Y,Thym,Y,Huile d'olive,Y,Pommes de terre,Y,Gigot végane,Seitan roulé,Y,Ail,Y,Romarin,Y,Thym,Y,Huile d'olive,Y,Pommes de terre,Y
19,Steak frites,Bœuf,N,Pommes de terre,Y,Huile,Y,Beurre,N,Échalotes,Y,Persil,Y,Steak végane frites,Steak végétal,Y,Pommes de terre,Y,Huile,Y,Beurre végétal,Y,Échalotes,Y,Persil,Y
20,Croque-monsieur,Pain de mie,Y,Jambon,N,Gruyère,N,Béchamel,N,Beurre,N,Muscade,Y,Croque-monsieur végane,Pain de mie,Y,Jambon végétal,Y,Fromage végétal,Y,Béchamel végane,Y,Beurre végétal,Y,Muscade,Y
21,Salade niçoise,Thon,N,Œufs,N,Tomates,Y,Olives,Y,Haricots verts,Y,Anchois,N,Salade niçoise végane,Pois chiches,Y,Tofu brouillé,Y,Tomates,Y,Olives,Y,Haricots verts,Y,Câpres,Y
22,Rôti de porc,Porc,N,Ail,Y,Thym,Y,Romarin,Y,Moutarde,Y,Huile d'olive,Y,Rôti végane,Seitan roulé,Y,Ail,Y,Thym,Y,Romarin,Y,Moutarde,Y,Huile d'olive,Y
23,Fish and chips,Poisson,N,Pommes de terre,Y,Farine,Y,Bière,Y,Huile,Y,Sel,Y,Fish and chips végane,Tofu pané,Y,Pommes de terre,Y,Farine,Y,Bière,Y,Huile,Y,Sel,Y
24,Moules marinières,Moules,N,Vin blanc,Y,Échalotes,Y,Persil,Y,Beurre,N,Ail,Y,Moules véganes,Champignons king oyster,Y,Vin blanc,Y,Échalotes,Y,Persil,Y,Beurre végétal,Y,Ail,Y
25,Côte de bœuf,Bœuf,N,Sel,Y,Poivre,Y,Herbes de Provence,Y,Huile d'olive,Y,Ail,Y,Côte végane,Seitan épais,Y,Sel,Y,Poivre,Y,Herbes de Provence,Y,Huile d'olive,Y,Ail,Y
26,Lapin aux pruneaux,Lapin,N,Pruneaux,Y,Vin blanc,Y,Oignons,Y,Thym,Y,Beurre,N,Lapin végane aux pruneaux,Seitan,Y,Pruneaux,Y,Vin blanc,Y,Oignons,Y,Thym,Y,Huile d'olive,Y
27,Sole meunière,Sole,N,Farine,Y,Beurre,N,Citron,Y,Persil,Y,Amandes,Y,Sole végane meunière,Tofu en tranches,Y,Farine,Y,Beurre végétal,Y,Citron,Y,Persil,Y,Amandes,Y
28,Poulet rôti,Poulet,N,Herbes de Provence,Y,Ail,Y,Citron,Y,Huile d'olive,Y,Pommes de terre,Y,Poulet végane rôti,Seitan entier,Y,Herbes de Provence,Y,Ail,Y,Citron,Y,Huile d'olive,Y,Pommes de terre,Y
29,Osso bucco,Jarret de veau,N,Tomates,Y,Vin blanc,Y,Carottes,Y,Céleri,Y,Oignons,Y,Osso bucco végane,Seitan en rondelles,Y,Tomates,Y,Vin blanc,Y,Carottes,Y,Céleri,Y,Oignons,Y
30,Andouillette,Andouillette,N,Moutarde,Y,Échalotes,Y,Vin blanc,Y,Beurre,N,Fines herbes,Y,Andouillette végane,Saucisse végétale,Y,Moutarde,Y,Échalotes,Y,Vin blanc,Y,Beurre végétal,Y,Fines herbes,Y
31,Pieds de porc,Pieds de porc,N,Vinaigre,Y,Oignons,Y,Laurier,Y,Thym,Y,Carottes,Y,Pieds véganes,Champignons king oyster,Y,Vinaigre,Y,Oignons,Y,Laurier,Y,Thym,Y,Carottes,Y
32,Bœuf aux carottes,Bœuf,N,Carottes,Y,Oignons,Y,Bouillon,N,Thym,Y,Pommes de terre,Y,Bœuf végane aux carottes,Protéines de soja,Y,Carottes,Y,Oignons,Y,Bouillon végétal,Y,Thym,Y,Pommes de terre,Y
33,Escalope de veau,Veau,N,Farine,Y,Beurre,N,Citron,Y,Persil,Y,Câpres,Y,Escalope végane,Seitan en escalope,Y,Farine,Y,Beurre végétal,Y,Citron,Y,Persil,Y,Câpres,Y
34,Canard à l'orange,Canard,N,Oranges,Y,Grand Marnier,Y,Miel,Y,Vinaigre,Y,Beurre,N,Canard végane à l'orange,Seitan,Y,Oranges,Y,Grand Marnier,Y,Sirop d'agave,Y,Vinaigre,Y,Huile d'olive,Y
35,Homard thermidor,Homard,N,Crème fraîche,N,Gruyère,N,Moutarde,Y,Cognac,Y,Beurre,N,Homard végane thermidor,Champignons du roi,Y,Crème de coco,Y,Fromage végétal,Y,Moutarde,Y,Cognac,Y,Beurre végétal,Y
36,Bavette à l'échalote,Bavette,N,Échalotes,Y,Vin rouge,Y,Beurre,N,Persil,Y,Poivre,Y,Bavette végane à l'échalote,Seitan tranché,Y,Échalotes,Y,Vin rouge,Y,Beurre végétal,Y,Persil,Y,Poivre,Y
37,Tripes à la mode de Caen,Tripes,N,Calvados,Y,Carottes,Y,Oignons,Y,Bouquet garni,Y,Pommes,Y,Tripes véganes de Caen,Champignons variés,Y,Calvados,Y,Carottes,Y,Oignons,Y,Bouquet garni,Y,Pommes,Y
38,Saint-Jacques à la plancha,Saint-Jacques,N,Beurre,N,Ail,Y,Persil,Y,Citron,Y,Huile d'olive,Y,Saint-Jacques véganes,Champignons king oyster,Y,Beurre végétal,Y,Ail,Y,Persil,Y,Citron,Y,Huile d'olive,Y
39,Tête de veau,Tête de veau,N,Câpres,Y,Cornichons,Y,Persil,Y,Vinaigre,Y,Huile d'olive,Y,Tête végane,Chou-fleur entier,Y,Câpres,Y,Cornichons,Y,Persil,Y,Vinaigre,Y,Huile d'olive,Y
40,Joue de bœuf,Joue de bœuf,N,Vin rouge,Y,Carottes,Y,Oignons,Y,Thym,Y,Laurier,Y,Joue végane,Seitan braisé,Y,Vin rouge,Y,Carottes,Y,Oignons,Y,Thym,Y,Laurier,Y
41,Saumon grillé,Saumon,N,Citron,Y,Aneth,Y,Huile d'olive,Y,Sel,Y,Poivre,Y,Saumon végane grillé,Tofu mariné,Y,Citron,Y,Aneth,Y,Huile d'olive,Y,Sel,Y,Poivre,Y
42,Cuisse de grenouilles,Cuisses de grenouilles,N,Ail,Y,Persil,Y,Beurre,N,Farine,Y,Citron,Y,Cuisse végane,Champignons pleurotes,Y,Ail,Y,Persil,Y,Beurre végétal,Y,Farine,Y,Citron,Y
43,Lotte à l'armoricaine,Lotte,N,Tomates,Y,Cognac,Y,Vin blanc,Y,Échalotes,Y,Beurre,N,Lotte végane à l'armoricaine,Cœur de palmier,Y,Tomates,Y,Cognac,Y,Vin blanc,Y,Échalotes,Y,Beurre végétal,Y
44,Fricassée de volaille,Volaille,N,Champignons,Y,Crème fraîche,N,Vin blanc,Y,Oignons,Y,Thym,Y,Fricassée végane,Seitan en morceaux,Y,Champignons,Y,Crème de soja,Y,Vin blanc,Y,Oignons,Y,Thym,Y
45,Rognons de veau,Rognons,N,Moutarde,Y,Vin blanc,Y,Crème fraîche,N,Échalotes,Y,Persil,Y,Rognons véganes,Champignons shiitake,Y,Moutarde,Y,Vin blanc,Y,Crème de soja,Y,Échalotes,Y,Persil,Y
46,Carré d'agneau,Agneau,N,Herbes de Provence,Y,Ail,Y,Moutarde,Y,Huile d'olive,Y,Romarin,Y,Carré végane,Seitan côtelettes,Y,Herbes de Provence,Y,Ail,Y,Moutarde,Y,Huile d'olive,Y,Romarin,Y
47,Daube provençale,Bœuf,N,Vin rouge,Y,Tomates,Y,Olives,Y,Herbes de Provence,Y,Carottes,Y,Daube végane provençale,Protéines de soja,Y,Vin rouge,Y,Tomates,Y,Olives,Y,Herbes de Provence,Y,Carottes,Y
48,Poularde aux morilles,Poularde,N,Morilles,Y,Crème fraîche,N,Vin jaune,Y,Échalotes,Y,Beurre,N,Poularde végane aux morilles,Seitan,Y,Morilles,Y,Crème de soja,Y,Vin jaune,Y,Échalotes,Y,Beurre végétal,Y
49,Turbot sauce hollandaise,Turbot,N,Beurre,N,Jaunes d'œufs,N,Citron,Y,Vinaigre,Y,Échalotes,Y,Turbot végane hollandaise,Tofu ferme,Y,Beurre végétal,Y,Aquafaba,Y,Citron,Y,Vinaigre,Y,Échalotes,Y
50,Ris de veau,Ris de veau,N,Beurre,N,Morilles,Y,Crème fraîche,N,Vin blanc,Y,Persil,Y,Ris véganes,Champignons du roi,Y,Beurre végétal,Y,Morilles,Y,Crème de soja,Y,Vin blanc,Y,Persil,Y
51,Couscous royal,Agneau,N,Merguez,N,Pois chiches,Y,Courgettes,Y,Carottes,Y,Semoule,Y,Couscous végane royal,Seitan,Y,Merguez végétales,Y,Pois chiches,Y,Courgettes,Y,Carottes,Y,Semoule,Y
52,Paella valenciana,Riz,Y,Poulet,N,Fruits de mer,N,Safran,Y,Haricots verts,Y,Tomates,Y,Paella végane,Riz,Y,Seitan,Y,Cœurs de palmier,Y,Safran,Y,Haricots verts,Y,Tomates,Y
53,Saucisson brioché,Saucisson,N,Brioche,N,Œufs,N,Beurre,N,Moutarde,Y,Cornichons,Y,Saucisson végane brioché,Saucisson végétal,Y,Brioche végane,Y,Aquafaba,Y,Beurre végétal,Y,Moutarde,Y,Cornichons,Y
54,Raclette,Fromage à raclette,N,Pommes de terre,Y,Charcuterie,N,Cornichons,Y,Oignons,Y,Pain,Y,Raclette végane,Fromage végane à raclette,Y,Pommes de terre,Y,Charcuterie végétale,Y,Cornichons,Y,Oignons,Y,Pain,Y
